ISO3,Market_Name,Commodity,Unit,Date,Value
AFG,Kabul,"Wheat - Retail",AFN/KG,2003-01-01,7.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2003-02-01,7.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2003-03-01,7.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2003-04-01,7.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2003-05-01,6.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2003-06-01,7.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2003-07-01,6.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2003-08-01,6.4
AFG,Kabul,"Wheat - Retail",AFN/KG,2003-09-01,8.46
AFG,Kabul,"Wheat - Retail",AFN/KG,2003-10-01,8.12
AFG,Kabul,"Wheat - Retail",AFN/KG,2003-11-01,8.04
AFG,Kabul,"Wheat - Retail",AFN/KG,2003-12-01,8.38
AFG,Kabul,"Wheat - Retail",AFN/KG,2004-01-01,8.05
AFG,Kabul,"Wheat - Retail",AFN/KG,2004-02-01,8.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2004-03-01,8.04
AFG,Kabul,"Wheat - Retail",AFN/KG,2004-04-01,8.25
AFG,Kabul,"Wheat - Retail",AFN/KG,2004-05-01,8.08
AFG,Kabul,"Wheat - Retail",AFN/KG,2004-06-01,8.25
AFG,Kabul,"Wheat - Retail",AFN/KG,2004-07-01,8.25
AFG,Kabul,"Wheat - Retail",AFN/KG,2004-08-01,7.75
AFG,Kabul,"Wheat - Retail",AFN/KG,2004-09-01,8.08
AFG,Kabul,"Wheat - Retail",AFN/KG,2004-10-01,10.92
AFG,Kabul,"Wheat - Retail",AFN/KG,2004-11-01,10.95
AFG,Kabul,"Wheat - Retail",AFN/KG,2004-12-01,11.38
AFG,Kabul,"Wheat - Retail",AFN/KG,2005-01-01,12.3
AFG,Kabul,"Wheat - Retail",AFN/KG,2005-02-01,12.64
AFG,Kabul,"Wheat - Retail",AFN/KG,2005-03-01,12.4
AFG,Kabul,"Wheat - Retail",AFN/KG,2005-04-01,12.45
AFG,Kabul,"Wheat - Retail",AFN/KG,2005-05-01,12.48
AFG,Kabul,"Wheat - Retail",AFN/KG,2005-06-01,12.38
AFG,Kabul,"Wheat - Retail",AFN/KG,2005-07-01,12.88
AFG,Kabul,"Wheat - Retail",AFN/KG,2005-08-01,13.3
AFG,Kabul,"Wheat - Retail",AFN/KG,2005-09-01,12.92
AFG,Kabul,"Wheat - Retail",AFN/KG,2005-10-01,12.62
AFG,Kabul,"Wheat - Retail",AFN/KG,2005-11-01,12.7
AFG,Kabul,"Wheat - Retail",AFN/KG,2005-12-01,12.35
AFG,Kabul,"Wheat - Retail",AFN/KG,2006-01-01,12.8
AFG,Kabul,"Wheat - Retail",AFN/KG,2006-02-01,12.8
AFG,Kabul,"Wheat - Retail",AFN/KG,2006-03-01,12.8
AFG,Kabul,"Wheat - Retail",AFN/KG,2006-04-01,12.9
AFG,Kabul,"Wheat - Retail",AFN/KG,2006-05-01,12.85
AFG,Kabul,"Wheat - Retail",AFN/KG,2006-06-01,12.82
AFG,Kabul,"Wheat - Retail",AFN/KG,2006-07-01,12.62
AFG,Kabul,"Wheat - Retail",AFN/KG,2006-08-01,12.72
AFG,Kabul,"Wheat - Retail",AFN/KG,2006-09-01,12.68
AFG,Kabul,"Wheat - Retail",AFN/KG,2006-10-01,12.58
AFG,Kabul,"Wheat - Retail",AFN/KG,2006-11-01,12.73
AFG,Kabul,"Wheat - Retail",AFN/KG,2006-12-01,12.68
AFG,Kabul,"Wheat - Retail",AFN/KG,2007-01-01,12.75
AFG,Kabul,"Wheat - Retail",AFN/KG,2007-02-01,12.62
AFG,Kabul,"Wheat - Retail",AFN/KG,2007-03-01,12.78
AFG,Kabul,"Wheat - Retail",AFN/KG,2007-04-01,12.9
AFG,Kabul,"Wheat - Retail",AFN/KG,2007-05-01,13.3
AFG,Kabul,"Wheat - Retail",AFN/KG,2007-06-01,13.32
AFG,Kabul,"Wheat - Retail",AFN/KG,2007-07-01,13.28
AFG,Kabul,"Wheat - Retail",AFN/KG,2007-08-01,13.28
AFG,Kabul,"Wheat - Retail",AFN/KG,2007-09-01,14.5
AFG,Kabul,"Wheat - Retail",AFN/KG,2007-10-01,15.05
AFG,Kabul,"Wheat - Retail",AFN/KG,2007-11-01,16.25
AFG,Kabul,"Wheat - Retail",AFN/KG,2007-12-01,20.32
AFG,Kabul,"Wheat - Retail",AFN/KG,2008-01-01,23.12
AFG,Kabul,"Wheat - Retail",AFN/KG,2008-02-01,20.8
AFG,Kabul,"Wheat - Retail",AFN/KG,2008-03-01,19.45
AFG,Kabul,"Wheat - Retail",AFN/KG,2008-04-01,37.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2008-05-01,39.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2008-06-01,30.75
AFG,Kabul,"Wheat - Retail",AFN/KG,2008-07-01,30.25
AFG,Kabul,"Wheat - Retail",AFN/KG,2008-08-01,32.25
AFG,Kabul,"Wheat - Retail",AFN/KG,2008-09-01,34.25
AFG,Kabul,"Wheat - Retail",AFN/KG,2008-10-01,32.9
AFG,Kabul,"Wheat - Retail",AFN/KG,2008-11-01,31.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2008-12-01,29.25
AFG,Kabul,"Wheat - Retail",AFN/KG,2009-01-01,28.75
AFG,Kabul,"Wheat - Retail",AFN/KG,2009-02-01,22.5
AFG,Kabul,"Wheat - Retail",AFN/KG,2009-03-01,21.75
AFG,Kabul,"Wheat - Retail",AFN/KG,2009-04-01,21.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2009-05-01,20.58
AFG,Kabul,"Wheat - Retail",AFN/KG,2009-06-01,20.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2009-07-01,20.5
AFG,Kabul,"Wheat - Retail",AFN/KG,2009-08-01,21.12
AFG,Kabul,"Wheat - Retail",AFN/KG,2009-09-01,19.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2009-10-01,19.12
AFG,Kabul,"Wheat - Retail",AFN/KG,2009-11-01,18.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2009-12-01,18.5
AFG,Kabul,"Wheat - Retail",AFN/KG,2010-01-01,15.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2010-02-01,14.12
AFG,Kabul,"Wheat - Retail",AFN/KG,2010-03-01,13.68
AFG,Kabul,"Wheat - Retail",AFN/KG,2010-04-01,14.15
AFG,Kabul,"Wheat - Retail",AFN/KG,2010-05-01,14.92
AFG,Kabul,"Wheat - Retail",AFN/KG,2010-06-01,16.27
AFG,Kabul,"Wheat - Retail",AFN/KG,2010-07-01,18.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2010-08-01,19.05
AFG,Kabul,"Wheat - Retail",AFN/KG,2010-09-01,19.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2010-10-01,19.88
AFG,Kabul,"Wheat - Retail",AFN/KG,2010-11-01,20.5
AFG,Kabul,"Wheat - Retail",AFN/KG,2010-12-01,20.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2011-01-01,19.12
AFG,Kabul,"Wheat - Retail",AFN/KG,2011-02-01,18.05
AFG,Kabul,"Wheat - Retail",AFN/KG,2011-03-01,18.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2011-04-01,18.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2011-05-01,18.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2011-06-01,18.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2011-07-01,18.38
AFG,Kabul,"Wheat - Retail",AFN/KG,2011-08-01,18.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2011-09-01,18.05
AFG,Kabul,"Wheat - Retail",AFN/KG,2011-10-01,18.44
AFG,Kabul,"Wheat - Retail",AFN/KG,2011-11-01,19.08
AFG,Kabul,"Wheat - Retail",AFN/KG,2011-12-01,18.75
AFG,Kabul,"Wheat - Retail",AFN/KG,2012-01-01,18.5
AFG,Kabul,"Wheat - Retail",AFN/KG,2012-02-01,18.38
AFG,Kabul,"Wheat - Retail",AFN/KG,2012-03-01,18.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2012-04-01,18.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2012-05-01,18.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2012-06-01,18.17
AFG,Kabul,"Wheat - Retail",AFN/KG,2012-07-01,19.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2012-08-01,19.75
AFG,Kabul,"Wheat - Retail",AFN/KG,2012-09-01,20.33
AFG,Kabul,"Wheat - Retail",AFN/KG,2012-10-01,21.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2012-11-01,21.38
AFG,Kabul,"Wheat - Retail",AFN/KG,2012-12-01,21.5
AFG,Kabul,"Wheat - Retail",AFN/KG,2013-01-01,21.5
AFG,Kabul,"Wheat - Retail",AFN/KG,2013-02-01,21.5
AFG,Kabul,"Wheat - Retail",AFN/KG,2013-03-01,22.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2013-04-01,22.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2013-05-01,23.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2013-07-01,24.02
AFG,Kabul,"Wheat - Retail",AFN/KG,2013-08-01,23.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2013-09-01,22.5
AFG,Kabul,"Wheat - Retail",AFN/KG,2013-10-01,22.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2013-11-01,22.25
AFG,Kabul,"Wheat - Retail",AFN/KG,2013-12-01,23.25
AFG,Kabul,"Wheat - Retail",AFN/KG,2014-01-01,23.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2014-02-01,25.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2014-03-01,27.25
AFG,Kabul,"Wheat - Retail",AFN/KG,2014-04-01,28.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2014-05-01,28.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2014-06-01,27.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2014-07-01,25.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2014-08-01,26.0
AFG,Kabul,"Wheat - Retail",AFN/KG,2014-09-01,25.25
AFG,Kabul,"Wheat - Retail",AFN/KG,2014-10-01,24.75
AFG,Kabul,"Wheat - Retail",AFN/KG,2014-11-01,24.5
AFG,Kabul,"Wheat - Retail",AFN/KG,2014-12-01,24.5
AFG,Kabul,"Wheat - Retail",AFN/KG,2014-12-01,24.5
AFG,Kandahar,"Wheat - Retail",AFN/KG,2003-01-01,8.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2003-02-01,8.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2003-03-01,9.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2003-04-01,8.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2003-05-01,8.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2003-06-01,8.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2003-07-01,7.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2003-08-01,7.2
AFG,Kandahar,"Wheat - Retail",AFN/KG,2003-09-01,7.5
AFG,Kandahar,"Wheat - Retail",AFN/KG,2003-10-01,7.82
AFG,Kandahar,"Wheat - Retail",AFN/KG,2003-11-01,8.68
AFG,Kandahar,"Wheat - Retail",AFN/KG,2003-12-01,9.18
AFG,Kandahar,"Wheat - Retail",AFN/KG,2004-01-01,9.75
AFG,Kandahar,"Wheat - Retail",AFN/KG,2004-02-01,10.49
AFG,Kandahar,"Wheat - Retail",AFN/KG,2004-03-01,10.43
AFG,Kandahar,"Wheat - Retail",AFN/KG,2004-04-01,9.56
AFG,Kandahar,"Wheat - Retail",AFN/KG,2004-05-01,10.06
AFG,Kandahar,"Wheat - Retail",AFN/KG,2004-06-01,8.58
AFG,Kandahar,"Wheat - Retail",AFN/KG,2004-07-01,8.76
AFG,Kandahar,"Wheat - Retail",AFN/KG,2004-08-01,9.18
AFG,Kandahar,"Wheat - Retail",AFN/KG,2004-09-01,9.14
AFG,Kandahar,"Wheat - Retail",AFN/KG,2004-10-01,10.5
AFG,Kandahar,"Wheat - Retail",AFN/KG,2004-11-01,10.75
AFG,Kandahar,"Wheat - Retail",AFN/KG,2004-12-01,10.74
AFG,Kandahar,"Wheat - Retail",AFN/KG,2005-01-01,12.14
AFG,Kandahar,"Wheat - Retail",AFN/KG,2005-02-01,12.06
AFG,Kandahar,"Wheat - Retail",AFN/KG,2005-03-01,11.72
AFG,Kandahar,"Wheat - Retail",AFN/KG,2005-04-01,11.5
AFG,Kandahar,"Wheat - Retail",AFN/KG,2005-05-01,11.79
AFG,Kandahar,"Wheat - Retail",AFN/KG,2005-06-01,11.2
AFG,Kandahar,"Wheat - Retail",AFN/KG,2005-07-01,10.32
AFG,Kandahar,"Wheat - Retail",AFN/KG,2005-08-01,10.85
AFG,Kandahar,"Wheat - Retail",AFN/KG,2005-09-01,11.12
AFG,Kandahar,"Wheat - Retail",AFN/KG,2005-10-01,10.94
AFG,Kandahar,"Wheat - Retail",AFN/KG,2005-11-01,10.72
AFG,Kandahar,"Wheat - Retail",AFN/KG,2005-12-01,11.4
AFG,Kandahar,"Wheat - Retail",AFN/KG,2006-01-01,11.8
AFG,Kandahar,"Wheat - Retail",AFN/KG,2006-02-01,11.29
AFG,Kandahar,"Wheat - Retail",AFN/KG,2006-03-01,11.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2006-04-01,11.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2006-05-01,10.55
AFG,Kandahar,"Wheat - Retail",AFN/KG,2006-06-01,9.9
AFG,Kandahar,"Wheat - Retail",AFN/KG,2006-07-01,10.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2006-08-01,10.22
AFG,Kandahar,"Wheat - Retail",AFN/KG,2006-09-01,10.95
AFG,Kandahar,"Wheat - Retail",AFN/KG,2006-10-01,11.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2006-11-01,11.2
AFG,Kandahar,"Wheat - Retail",AFN/KG,2006-12-01,11.2
AFG,Kandahar,"Wheat - Retail",AFN/KG,2007-01-01,11.2
AFG,Kandahar,"Wheat - Retail",AFN/KG,2007-02-01,11.42
AFG,Kandahar,"Wheat - Retail",AFN/KG,2007-03-01,11.5
AFG,Kandahar,"Wheat - Retail",AFN/KG,2007-04-01,12.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2007-05-01,12.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2007-06-01,11.88
AFG,Kandahar,"Wheat - Retail",AFN/KG,2007-07-01,11.5
AFG,Kandahar,"Wheat - Retail",AFN/KG,2007-08-01,11.62
AFG,Kandahar,"Wheat - Retail",AFN/KG,2007-09-01,12.25
AFG,Kandahar,"Wheat - Retail",AFN/KG,2007-10-01,12.5
AFG,Kandahar,"Wheat - Retail",AFN/KG,2007-11-01,13.5
AFG,Kandahar,"Wheat - Retail",AFN/KG,2007-12-01,15.2
AFG,Kandahar,"Wheat - Retail",AFN/KG,2008-01-01,19.3
AFG,Kandahar,"Wheat - Retail",AFN/KG,2008-02-01,21.25
AFG,Kandahar,"Wheat - Retail",AFN/KG,2008-03-01,20.25
AFG,Kandahar,"Wheat - Retail",AFN/KG,2008-04-01,24.25
AFG,Kandahar,"Wheat - Retail",AFN/KG,2008-05-01,35.75
AFG,Kandahar,"Wheat - Retail",AFN/KG,2008-06-01,30.75
AFG,Kandahar,"Wheat - Retail",AFN/KG,2008-07-01,30.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2008-08-01,32.25
AFG,Kandahar,"Wheat - Retail",AFN/KG,2008-09-01,32.25
AFG,Kandahar,"Wheat - Retail",AFN/KG,2008-10-01,30.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2008-11-01,30.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2009-01-01,25.75
AFG,Kandahar,"Wheat - Retail",AFN/KG,2009-02-01,23.5
AFG,Kandahar,"Wheat - Retail",AFN/KG,2009-03-01,21.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2009-04-01,20.02
AFG,Kandahar,"Wheat - Retail",AFN/KG,2009-05-01,18.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2009-06-01,18.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2009-07-01,18.22
AFG,Kandahar,"Wheat - Retail",AFN/KG,2009-08-01,18.48
AFG,Kandahar,"Wheat - Retail",AFN/KG,2009-09-01,19.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2009-10-01,19.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2009-11-01,19.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2009-12-01,17.5
AFG,Kandahar,"Wheat - Retail",AFN/KG,2010-01-01,16.5
AFG,Kandahar,"Wheat - Retail",AFN/KG,2010-02-01,15.25
AFG,Kandahar,"Wheat - Retail",AFN/KG,2010-03-01,16.25
AFG,Kandahar,"Wheat - Retail",AFN/KG,2010-04-01,15.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2010-05-01,15.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2010-06-01,15.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2010-07-01,16.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2010-08-01,17.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2010-09-01,17.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2010-10-01,17.5
AFG,Kandahar,"Wheat - Retail",AFN/KG,2010-11-01,18.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2010-12-01,18.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2011-01-01,18.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2011-02-01,18.25
AFG,Kandahar,"Wheat - Retail",AFN/KG,2011-03-01,20.2
AFG,Kandahar,"Wheat - Retail",AFN/KG,2011-04-01,20.28
AFG,Kandahar,"Wheat - Retail",AFN/KG,2011-05-01,20.8
AFG,Kandahar,"Wheat - Retail",AFN/KG,2011-06-01,19.42
AFG,Kandahar,"Wheat - Retail",AFN/KG,2011-07-01,23.06
AFG,Kandahar,"Wheat - Retail",AFN/KG,2011-08-01,22.61
AFG,Kandahar,"Wheat - Retail",AFN/KG,2011-09-01,23.06
AFG,Kandahar,"Wheat - Retail",AFN/KG,2011-10-01,22.21
AFG,Kandahar,"Wheat - Retail",AFN/KG,2011-11-01,22.08
AFG,Kandahar,"Wheat - Retail",AFN/KG,2011-12-01,21.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2012-01-01,21.62
AFG,Kandahar,"Wheat - Retail",AFN/KG,2012-02-01,22.42
AFG,Kandahar,"Wheat - Retail",AFN/KG,2012-03-01,22.31
AFG,Kandahar,"Wheat - Retail",AFN/KG,2012-04-01,19.78
AFG,Kandahar,"Wheat - Retail",AFN/KG,2012-05-01,19.6
AFG,Kandahar,"Wheat - Retail",AFN/KG,2012-06-01,19.07
AFG,Kandahar,"Wheat - Retail",AFN/KG,2012-07-01,20.25
AFG,Kandahar,"Wheat - Retail",AFN/KG,2012-08-01,20.35
AFG,Kandahar,"Wheat - Retail",AFN/KG,2012-09-01,20.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2012-10-01,22.12
AFG,Kandahar,"Wheat - Retail",AFN/KG,2012-11-01,22.25
AFG,Kandahar,"Wheat - Retail",AFN/KG,2012-12-01,22.0
AFG,Kandahar,"Wheat - Retail",AFN/KG,2013-01-01,21.88
AFG,Kandahar,"Wheat - Retail",AFN/KG,2013-02-01,21.96
AFG,Kandahar,"Wheat - Retail",AFN/KG,2013-03-01,22.6
AFG,Kandahar,"Wheat - Retail",AFN/KG,2013-04-01,22.75
AFG,Kandahar,"Wheat - Retail",AFN/KG,2013-05-01,23.5
AFG,Kandahar,"Wheat - Retail",AFN/KG,2013-07-01,23.88
AFG,Kandahar,"Wheat - Retail",AFN/KG,2013-08-01,24.12
AFG,Kandahar,"Wheat - Retail",AFN/KG,2013-09-01,25.55
AFG,Kandahar,"Wheat - Retail",AFN/KG,2013-10-01,23.78
AFG,Kandahar,"Wheat - Retail",AFN/KG,2013-11-01,24.58
AFG,Kandahar,"Wheat - Retail",AFN/KG,2013-12-01,25.18
AFG,Kandahar,"Wheat - Retail",AFN/KG,2014-01-01,27.52
AFG,Kandahar,"Wheat - Retail",AFN/KG,2014-02-01,28.05
AFG,Kandahar,"Wheat - Retail",AFN/KG,2014-03-01,28.62
AFG,Kandahar,"Wheat - Retail",AFN/KG,2014-04-01,28.95
AFG,Kandahar,"Wheat - Retail",AFN/KG,2014-05-01,29.2
AFG,Kandahar,"Wheat - Retail",AFN/KG,2014-06-01,29.18
AFG,Kandahar,"Wheat - Retail",AFN/KG,2014-07-01,28.62
AFG,Kandahar,"Wheat - Retail",AFN/KG,2014-08-01,28.35
AFG,Kandahar,"Wheat - Retail",AFN/KG,2014-09-01,27.02
AFG,Kandahar,"Wheat - Retail",AFN/KG,2014-10-01,27.12
AFG,Kandahar,"Wheat - Retail",AFN/KG,2014-11-01,26.54
AFG,Kandahar,"Wheat - Retail",AFN/KG,2014-12-01,26.02
AFG,Kandahar,"Wheat - Retail",AFN/KG,2014-12-01,26.02
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2003-01-01,7.0
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2003-02-01,9.0
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2003-03-01,8.0
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2003-04-01,8.0
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2003-05-01,7.0
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2003-06-01,7.0
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2003-07-01,8.0
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2003-08-01,7.69
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2003-09-01,7.8
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2003-10-01,7.52
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2003-11-01,7.93
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2003-12-01,8.59
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2004-01-01,8.5
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2004-02-01,8.36
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2004-03-01,8.9
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2004-04-01,8.89
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2004-05-01,8.66
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2004-06-01,9.73
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2004-07-01,9.06
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2004-08-01,9.3
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2004-09-01,9.19
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2004-10-01,9.61
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2004-11-01,12.29
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2004-12-01,11.04
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2005-01-01,12.95
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2005-02-01,12.45
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2005-03-01,12.57
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2005-04-01,11.49
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2005-05-01,9.25
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2005-06-01,9.0
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2005-07-01,9.0
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2005-08-01,9.39
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2005-09-01,9.92
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2005-10-01,10.0
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2005-11-01,10.04
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2005-12-01,10.04
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2006-01-01,10.32
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2006-02-01,10.86
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2006-03-01,11.38
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2006-04-01,11.78
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2006-05-01,11.82
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2006-06-01,11.0
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2006-07-01,10.82
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2006-08-01,10.52
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2006-09-01,10.45
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2006-10-01,10.78
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2006-11-01,12.17
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2006-12-01,11.9
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2007-01-01,11.9
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2007-02-01,11.8
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2007-03-01,11.7
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2007-04-01,11.45
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2007-05-01,11.15
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2007-06-01,11.48
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2007-07-01,11.8
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2007-08-01,11.9
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2007-09-01,12.4
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2007-10-01,13.0
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2007-11-01,13.8
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2007-12-01,15.28
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2008-01-01,19.4
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2008-02-01,21.25
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2008-03-01,20.25
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2008-04-01,34.25
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2008-05-01,35.75
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2008-06-01,28.5
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2008-07-01,31.0
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2008-08-01,32.0
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2008-09-01,31.75
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2008-10-01,28.0
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2008-11-01,28.32
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2008-12-01,27.75
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2009-01-01,25.25
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2009-02-01,20.5
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2009-03-01,19.5
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2009-04-01,18.0
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2009-05-01,19.0
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2009-06-01,19.0
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2009-07-01,19.0
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2009-08-01,16.94
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2009-09-01,18.5
AFG,Jalalabad,"Wheat - Retail",AFN/KG,2009-10-01,16.58
