ISO3,Market_Name,Commodity,Unit,Date,Value
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2011-05-01,1760.0
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2011-06-01,1950.0
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2011-07-01,2000.0
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2011-08-01,2075.0
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2011-09-01,2133.33
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2011-10-01,2275.0
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2011-11-01,2467.5
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2011-12-01,1908.33
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2012-01-01,1756.25
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2012-02-01,1800.0
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2012-03-01,1837.5
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2012-04-01,1783.33
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2012-05-01,1770.0
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2012-06-01,1816.67
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2012-07-01,1900.0
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2012-08-01,1960.0
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2012-09-01,1950.0
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2012-10-01,1933.33
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2012-11-01,1966.67
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2012-12-01,1833.0
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2013-01-01,1806.0
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2013-02-01,2000.0
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2013-04-01,1916.67
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2013-05-01,2000.0
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2013-06-01,1950.0
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2013-07-01,2000.0
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2013-08-01,2130.0
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2013-09-01,1902.0
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2013-10-01,1900.0
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2013-11-01,1940.0
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2013-12-01,1858.33
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2014-01-01,1767.33
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2014-02-01,1776.25
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2014-03-01,1788.33
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2014-04-01,1768.3
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2014-05-01,1785.0
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2014-06-01,1776.0
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2014-07-01,1776.5
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2014-08-01,1760.0
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2014-09-01,1755.0
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2014-10-01,1712.5
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2014-11-01,1713.33
KHM,"Kampong Chhnang","Rice (Mixed) - Wholesale",KHR/KG,2014-11-01,1713.33
KHM,"Kampong Thum","Rice (Mixed) - Wholesale",KHR/KG,2014-06-01,1422.22
KHM,"Kampong Thum","Rice (Mixed) - Wholesale",KHR/KG,2014-07-01,1444.22
KHM,"Kampong Thum","Rice (Mixed) - Wholesale",KHR/KG,2014-08-01,1500.0
KHM,"Kampong Thum","Rice (Mixed) - Wholesale",KHR/KG,2014-09-01,1500.0
KHM,"Kampong Thum","Rice (Mixed) - Wholesale",KHR/KG,2014-10-01,1500.0
KHM,"Kampong Thum","Rice (Mixed) - Wholesale",KHR/KG,2014-11-01,1433.33
KHM,"Kampong Thum","Rice (Mixed) - Wholesale",KHR/KG,2014-11-01,1433.33
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2003-01-01,770.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2003-02-01,700.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2003-03-01,700.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2003-04-01,650.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2003-05-01,650.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2003-06-01,700.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2003-07-01,700.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2003-08-01,750.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2003-09-01,750.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2003-10-01,700.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2003-11-01,700.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2003-12-01,690.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2004-02-01,620.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2004-03-01,620.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2004-04-01,660.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2004-05-01,900.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2004-06-01,900.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2004-07-01,900.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2004-08-01,914.29
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2004-09-01,1000.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2004-10-01,1000.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2004-11-01,1000.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2004-12-01,1000.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2005-01-01,1800.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2005-02-01,1800.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2005-03-01,978.57
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2005-04-01,950.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2005-05-01,950.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2005-06-01,950.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2005-07-01,950.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2005-08-01,950.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2005-09-01,950.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2005-10-01,950.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2005-11-01,950.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2005-12-01,941.67
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2006-01-01,925.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2006-02-01,941.67
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2006-03-01,900.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2006-04-01,900.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2006-05-01,862.5
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2006-07-01,900.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2006-08-01,900.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2006-11-01,926.67
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2006-12-01,1012.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2007-01-01,1000.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2007-02-01,1002.31
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2007-03-01,1027.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2007-04-01,1030.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2007-05-01,1030.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2007-06-01,1111.82
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2007-07-01,1278.57
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2007-08-01,1306.92
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2007-09-01,1320.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2007-10-01,1337.27
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2007-11-01,1437.5
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2007-12-01,1425.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2008-01-01,1362.5
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2008-02-01,1400.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2008-03-01,1766.67
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2008-04-01,2000.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2008-05-01,2016.67
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2008-06-01,2137.78
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2008-08-01,2053.33
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2008-09-01,2033.33
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2008-10-01,1896.67
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2008-11-01,1718.89
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2009-01-01,1342.22
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2009-02-01,1397.5
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2009-03-01,1412.5
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2009-04-01,1375.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2009-05-01,1381.67
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2009-06-01,1381.25
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2009-07-01,1465.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2009-08-01,1508.33
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2009-09-01,1570.83
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2009-10-01,1693.75
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2009-11-01,1775.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2009-12-01,1765.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2010-01-01,1735.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2010-02-01,1715.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2010-03-01,1590.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2010-04-01,1600.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2010-05-01,1558.33
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2010-06-01,1600.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2010-07-01,1600.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2010-08-01,1618.75
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2010-09-01,1850.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2010-10-01,1866.67
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2010-11-01,1902.08
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2010-12-01,1831.25
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2011-01-01,1481.25
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2011-02-01,1500.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2011-03-01,1631.25
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2011-04-01,1637.5
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2011-06-01,1850.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2011-07-01,1900.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2011-08-01,1900.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2011-09-01,1986.67
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2011-10-01,2075.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2011-11-01,2450.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2011-12-01,1785.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2012-01-01,1683.33
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2012-02-01,1700.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2012-03-01,1618.75
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2012-09-01,2000.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2012-10-01,2066.67
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2012-12-01,1710.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2013-01-01,1550.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2013-09-01,1725.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2013-10-01,1700.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2013-11-01,1650.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2013-12-01,1700.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2014-02-01,1650.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2014-03-01,1600.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2014-04-01,1600.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2014-05-01,1550.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2014-06-01,1583.33
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2014-07-01,1750.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2014-08-01,1800.0
KHM,Kampot,"Rice (Mixed) - Wholesale",KHR/KG,2014-08-01,1800.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2011-01-01,11500.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2011-02-01,12500.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2011-03-01,13500.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2011-04-01,14000.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2011-05-01,15000.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2011-06-01,17000.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2011-07-01,11500.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2011-08-01,12500.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2011-09-01,13500.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2011-10-01,12500.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2011-11-01,13500.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2011-12-01,14500.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2012-01-01,14000.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2012-02-01,15000.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2012-03-01,16000.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2012-04-01,17000.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2012-05-01,17000.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2012-06-01,17500.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2012-07-01,17000.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2012-08-01,17500.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2012-09-01,17500.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2012-10-01,12500.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2012-11-01,15000.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2012-12-01,15000.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2013-01-01,14500.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2013-02-01,15000.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2013-03-01,16500.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2013-04-01,16000.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2013-05-01,17000.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2013-06-01,17000.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2013-07-01,19000.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2013-08-01,18500.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2013-09-01,18500.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2013-10-01,16000.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2013-11-01,15000.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2013-12-01,15000.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2014-01-01,15000.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2014-03-01,16000.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2014-04-01,17500.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2014-05-01,18000.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2014-06-01,17000.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2014-07-01,16500.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2014-08-01,15000.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2014-09-01,15000.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2014-10-01,14000.0
CMR,Garoua,"Maize - Wholesale","XOF/90 KG",2014-10-01,14000.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2011-01-01,12500.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2011-02-01,12500.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2011-03-01,13000.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2011-04-01,13000.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2011-05-01,15000.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2011-06-01,16000.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2011-07-01,17000.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2011-08-01,20500.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2011-09-01,21500.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2011-10-01,14000.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2011-11-01,13500.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2011-12-01,14000.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2012-01-01,15000.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2012-02-01,14500.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2012-03-01,15000.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2012-04-01,16500.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2012-05-01,16000.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2012-06-01,16500.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2012-07-01,16500.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2012-08-01,14500.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2012-09-01,18500.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2012-10-01,17000.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2012-11-01,13500.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2012-12-01,14500.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2013-01-01,19500.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2013-02-01,17000.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2013-03-01,14500.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2013-04-01,16000.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2013-05-01,16000.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2013-06-01,17500.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2013-07-01,17000.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2013-08-01,18000.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2013-09-01,17000.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2013-10-01,14000.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2013-11-01,13500.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2013-12-01,14000.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2014-01-01,15000.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2014-02-01,15000.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2014-03-01,15500.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2014-04-01,16500.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2014-05-01,18000.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2014-06-01,16000.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2014-07-01,16000.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2014-08-01,15000.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2014-09-01,14000.0
CMR,Ngong,"Maize - Wholesale","XOF/90 KG",2014-09-01,14000.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2011-01-01,12500.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2011-02-01,13500.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2011-03-01,13500.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2011-04-01,14000.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2011-05-01,14500.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2011-06-01,16000.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2011-07-01,17000.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2011-08-01,18000.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2011-09-01,19750.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2011-10-01,14500.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2011-11-01,14500.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2011-12-01,15000.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2013-01-01,14000.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2013-02-01,15500.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2013-03-01,17000.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2013-04-01,15000.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2013-05-01,18000.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2013-06-01,18000.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2013-07-01,19000.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2013-08-01,18500.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2013-09-01,16000.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2013-10-01,17000.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2013-11-01,15000.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2013-12-01,15000.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2014-01-01,15000.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2014-02-01,15000.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2014-03-01,15500.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2014-04-01,16500.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2014-05-01,18000.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2014-06-01,16500.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2014-07-01,16500.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2014-08-01,15000.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2014-09-01,14500.0
CMR,Pitoa,"Maize - Wholesale","XOF/90 KG",2014-09-01,14500.0
CMR,Kousseri,"Maize - Wholesale","XOF/90 KG",2011-01-01,18000.0
CMR,Kousseri,"Maize - Wholesale","XOF/90 KG",2011-02-01,18000.0
CMR,Kousseri,"Maize - Wholesale","XOF/90 KG",2011-03-01,20400.0
CMR,Kousseri,"Maize - Wholesale","XOF/90 KG",2011-04-01,21000.0
CMR,Kousseri,"Maize - Wholesale","XOF/90 KG",2011-05-01,21600.0
CMR,Kousseri,"Maize - Wholesale","XOF/90 KG",2011-06-01,22800.0
CMR,Kousseri,"Maize - Wholesale","XOF/90 KG",2011-07-01,30000.0
CMR,Kousseri,"Maize - Wholesale","XOF/90 KG",2011-08-01,31200.0
CMR,Kousseri,"Maize - Wholesale","XOF/90 KG",2011-10-01,24000.0
CMR,Kousseri,"Maize - Wholesale","XOF/90 KG",2011-11-01,25500.0
CMR,Kousseri,"Maize - Wholesale","XOF/90 KG",2012-01-01,24000.0
CMR,Kousseri,"Maize - Wholesale","XOF/90 KG",2012-02-01,24000.0
CMR,Kousseri,"Maize - Wholesale","XOF/90 KG",2012-03-01,24000.0
CMR,Kousseri,"Maize - Wholesale","XOF/90 KG",2012-04-01,24000.0
CMR,Kousseri,"Maize - Wholesale","XOF/90 KG",2012-05-01,26500.0
CMR,Kousseri,"Maize - Wholesale","XOF/90 KG",2012-06-01,26500.0
CMR,Kousseri,"Maize - Wholesale","XOF/90 KG",2012-07-01,26500.0
CMR,Kousseri,"Maize - Wholesale","XOF/90 KG",2012-08-01,26500.0
CMR,Kousseri,"Maize - Wholesale","XOF/90 KG",2012-09-01,26500.0
CMR,Kousseri,"Maize - Wholesale","XOF/90 KG",2012-10-01,21000.0
CMR,Kousseri,"Maize - Wholesale","XOF/90 KG",2012-11-01,21000.0
CMR,Kousseri,"Maize - Wholesale","XOF/90 KG",2012-12-01,22000.0
